CensusTract,State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
1101005102,Alabama,Montgomery,4926,2252,2674,1.0,13.5,85.5,0.0,0.0,0.0,3458,29112.0,4997.0,14099.0,1653.0,37.4,51.2,32.5,21.2,16.8,2.9,26.6,84.3,14.0,0.8,0.0,0.9,0.0,18.1,1590,69.3,29.4,1.3,0.0,20.1
1101005301,Alabama,Montgomery,785,411,374,9.3,47.4,29.6,0.0,3.6,0.0,416,52604.0,4331.0,19828.0,2812.0,12.2,13.5,56.9,17.6,21.6,3.9,0.0,86.3,3.4,0.0,6.3,1.3,2.8,13.8,153,43.1,52.9,3.9,0.0,8.9
1101005302,Alabama,Montgomery,2163,1059,1104,14.8,35.7,45.2,0.0,2.7,0.0,1377,39792.0,5505.0,17350.0,1887.0,28.9,49.8,28.2,15.6,22.8,14.1,19.3,82.8,8.7,3.2,0.6,0.0,4.7,17.6,845,78.1,10.5,11.4,0.0,11.6
1101005402,Alabama,Montgomery,6123,2948,3175,4.0,28.3,62.4,0.0,3.1,0.0,4260,43934.0,7426.0,20352.0,2377.0,22.2,22.5,19.9,26.7,35.9,4.3,13.2,91.2,7.3,0.9,0.1,0.0,0.4,18.4,3052,81.6,15.3,3.1,0.0,1.7
1101005403,Alabama,Montgomery,4044,1990,2054,0.3,23.5,72.0,0.0,3.2,0.0,3020,34470.0,3384.0,23826.0,4467.0,26.1,26.1,21.7,24.1,27.9,2.4,24.0,78.6,11.4,0.0,2.3,4.7,3.0,15.3,1906,81.5,15.8,2.6,0.0,11.3
1101005406,Alabama,Montgomery,9826,4339,5487,1.7,67.0,21.5,0.1,8.6,0.0,7244,77772.0,5564.0,47799.0,5599.0,7.3,11.9,66.1,8.9,22.2,0.3,2.5,86.4,9.9,0.0,0.6,0.0,3.1,18.4,4709,72.4,22.4,4.9,0.3,6.3
1101005407,Alabama,Montgomery,4460,2019,2441,0.7,58.5,33.5,0.2,6.7,0.0,3600,65888.0,5283.0,35504.0,2742.0,5.9,0.0,42.3,20.8,30.6,3.1,3.2,91.5,4.0,0.0,1.3,0.5,2.7,18.5,2504,64.9,33.9,1.2,0.0,3.2
1101005408,Alabama,Montgomery,8102,3885,4217,1.1,54.4,38.3,0.7,3.4,0.0,5996,82110.0,9499.0,37232.0,3380.0,9.0,4.3,48.5,11.4,19.4,4.2,16.5,86.6,9.1,0.0,0.8,1.1,2.4,20.3,3953,64.8,29.5,5.5,0.3,1.5
1101005409,Alabama,Montgomery,2499,1252,1247,0.0,39.8,59.8,0.0,0.0,0.0,1927,59167.0,12757.0,29939.0,4214.0,13.8,27.8,25.6,25.0,24.5,5.1,19.9,83.9,9.1,0.0,0.9,0.0,6.1,18.2,1382,77.1,19.0,3.9,0.0,0.8
1101005410,Alabama,Montgomery,5279,2597,2682,0.0,33.5,57.9,0.0,7.3,0.0,3938,40540.0,4391.0,25070.0,3420.0,20.9,29.8,32.2,20.0,31.1,7.0,9.8,93.8,3.8,1.0,1.4,0.0,0.0,15.9,3233,70.6,26.8,2.7,0.0,5.0
1101005501,Alabama,Montgomery,2160,1397,763,8.6,28.9,60.5,0.0,0.5,0.0,1718,56406.0,20406.0,17356.0,4679.0,16.9,21.3,25.0,18.2,34.1,6.4,16.2,90.6,7.9,0.0,0.0,0.0,1.5,23.2,636,78.3,17.9,3.8,0.0,5.1
1101005502,Alabama,Montgomery,1407,723,684,5.0,52.7,37.3,0.0,0.0,0.0,1046,63302.0,12644.0,32497.0,8890.0,17.5,36.7,60.0,10.7,10.9,7.0,11.4,93.0,3.9,0.0,1.0,0.0,2.2,24.0,682,79.2,12.5,8.4,0.0,2.0
1101005503,Alabama,Montgomery,5018,2620,2398,1.1,69.7,21.0,0.0,7.5,0.0,3345,94770.0,8638.0,34535.0,3708.0,5.0,5.8,55.2,6.3,24.1,7.4,6.9,84.8,10.4,0.0,0.0,0.9,3.9,22.0,2811,70.7,19.4,10.0,0.0,3.3
1101005504,Alabama,Montgomery,1079,503,576,1.6,65.0,32.3,0.0,0.0,0.0,846,89671.0,10703.0,43255.0,6817.0,5.7,8.2,59.8,12.1,25.2,0.0,2.9,81.8,13.8,0.0,0.0,0.0,4.3,24.4,622,75.2,20.4,4.3,0.0,5.5
1101005603,Alabama,Montgomery,7164,3402,3762,22.7,4.4,71.2,0.0,0.8,0.0,3544,24992.0,7232.0,10061.0,1136.0,47.9,63.1,19.2,24.6,16.3,16.5,23.4,84.9,13.2,0.0,0.5,0.6,0.9,20.9,2504,80.6,15.4,4.0,0.0,15.4
1101005604,Alabama,Montgomery,3463,1693,1770,1.7,60.4,37.3,0.0,0.3,0.0,2648,82885.0,19325.0,37013.0,3593.0,2.0,1.4,52.4,15.2,18.0,5.6,8.8,86.7,5.5,0.0,0.4,0.0,7.4,26.6,1800,61.8,31.2,7.1,0.0,4.3
1101005605,Alabama,Montgomery,3766,1680,2086,3.8,23.7,70.3,0.0,0.5,0.0,2850,70093.0,10279.0,32319.0,3583.0,4.7,0.0,38.6,13.3,29.4,3.5,15.3,91.1,6.4,0.0,0.0,0.0,2.5,21.9,2105,70.1,28.8,1.0,0.0,7.5
1101005606,Alabama,Montgomery,5206,2233,2973,0.2,7.0,92.1,0.0,0.0,0.0,3541,30663.0,6495.0,19840.0,3414.0,28.5,36.7,28.5,19.9,32.8,1.9,17.0,87.0,12.5,0.0,0.5,0.0,0.0,16.8,2287,63.2,36.8,0.0,0.0,9.9
1101005607,Alabama,Montgomery,4244,2030,2214,1.7,69.3,13.3,0.4,13.6,0.0,2634,109115.0,9763.0,44577.0,3050.0,2.1,2.4,75.7,7.1,9.1,3.3,4.8,87.1,7.8,0.0,0.0,0.0,5.2,23.7,1785,65.7,29.5,4.8,0.0,3.0
1101005608,Alabama,Montgomery,1644,781,863,0.0,79.3,14.5,0.2,4.1,0.0,1150,100444.0,6684.0,53321.0,11306.0,2.6,3.6,65.2,5.2,22.6,2.2,4.8,82.0,8.6,0.0,3.3,0.0,6.1,25.4,726,66.5,25.1,8.4,0.0,8.1
1101005609,Alabama,Montgomery,4388,1811,2577,1.2,37.5,54.1,1.1,5.1,0.0,3406,50357.0,10842.0,32254.0,8997.0,11.6,4.6,53.1,18.9,18.0,2.9,7.2,91.8,7.1,0.0,0.0,0.0,1.1,21.5,2339,71.1,22.4,6.6,0.0,6.8
1101005610,Alabama,Montgomery,1378,614,764,0.7,35.3,54.2,0.0,8.7,0.0,1050,65042.0,27706.0,28511.0,5917.0,15.2,30.7,26.3,33.3,25.7,3.3,11.4,70.9,20.5,0.0,0.0,0.0,8.6,19.0,735,53.5,36.9,9.7,0.0,1.7
1101005611,Alabama,Montgomery,3570,1708,1862,1.0,53.2,20.5,0.0,8.6,0.0,2035,73656.0,7228.0,39903.0,7048.0,10.3,8.6,50.7,1.5,41.3,3.1,3.5,89.4,7.8,0.0,0.0,0.0,2.8,22.4,1749,77.4,17.0,5.5,0.0,2.7
1101005612,Alabama,Montgomery,1348,652,696,0.0,55.9,37.8,0.0,5.0,0.0,863,64271.0,8450.0,28934.0,4650.0,0.4,0.0,43.4,16.5,28.7,6.4,5.1,88.8,7.3,0.0,0.0,0.0,3.8,21.2,705,81.8,15.7,2.4,0.0,4.7
1101005700,Alabama,Montgomery,1428,697,731,0.0,57.5,41.5,0.0,0.0,0.0,1205,33950.0,7824.0,24039.0,5752.0,17.9,25.1,19.6,13.0,27.8,15.8,23.9,76.3,5.7,1.1,0.0,4.4,12.4,37.1,633,79.3,13.4,6.3,0.9,8.3
1101005800,Alabama,Montgomery,2276,943,1333,0.0,61.6,36.0,0.0,0.0,0.0,1891,37741.0,8117.0,21627.0,4689.0,21.2,38.4,21.8,15.7,22.4,6.9,33.3,69.3,21.8,0.8,3.9,0.0,4.2,31.7,836,80.1,15.9,2.4,1.6,13.1
1101005901,Alabama,Montgomery,5006,2520,2486,5.7,50.4,42.7,0.0,0.0,0.3,4067,53370.0,15435.0,26879.0,4131.0,17.5,27.2,31.8,14.5,20.2,12.2,21.3,81.6,9.8,2.5,0.0,2.3,3.8,28.3,2275,76.1,17.3,6.6,0.0,6.4
1101005902,Alabama,Montgomery,3494,1684,1810,0.0,1.3,98.7,0.0,0.0,0.0,2632,21912.0,3465.0,10717.0,1451.0,41.1,54.8,13.6,32.6,24.4,1.1,28.4,90.6,7.1,0.0,1.2,1.2,0.0,27.2,973,78.3,19.3,2.4,0.0,33.2
1101006000,Alabama,Montgomery,3674,1748,1926,21.7,41.1,35.2,0.0,0.5,0.0,2403,36983.0,4795.0,19716.0,3407.0,31.9,62.1,17.9,22.4,24.6,14.1,21.0,83.3,7.1,4.7,0.0,0.0,4.9,23.1,1376,68.2,23.1,8.6,0.0,11.7
1101006100,Alabama,Montgomery,2212,1010,1202,1.4,3.0,93.7,0.0,0.0,0.0,1729,36544.0,7140.0,18901.0,2838.0,25.0,48.7,16.5,37.9,17.7,1.1,26.7,83.1,11.8,0.9,0.8,0.0,3.3,21.2,883,73.2,22.4,4.4,0.0,11.2
1103000100,Alabama,Morgan,4062,1958,2104,15.8,56.4,25.8,0.4,0.5,0.0,2765,29181.0,6099.0,17831.0,2458.0,33.0,64.1,19.8,21.8,20.3,21.9,16.2,77.0,21.8,0.0,0.5,0.2,0.5,21.2,1623,77.8,15.0,5.2,2.0,16.1
1103000200,Alabama,Morgan,3692,1863,1829,1.4,93.7,0.2,0.0,3.7,0.0,2728,71200.0,11309.0,36518.0,3617.0,2.4,1.1,49.1,7.6,31.1,1.9,10.2,90.7,7.6,0.0,0.4,0.0,1.3,18.2,1744,78.2,18.7,2.6,0.5,4.2
1103000300,Alabama,Morgan,2775,1269,1506,6.8,84.4,8.2,0.5,0.0,0.0,2188,42414.0,10659.0,27586.0,4129.0,8.9,10.7,33.3,20.0,13.0,7.1,26.7,91.5,3.9,0.0,0.0,3.3,1.3,20.6,1142,83.4,12.5,4.1,0.0,3.1
1103000400,Alabama,Morgan,3751,2015,1736,8.5,60.9,28.9,0.0,0.0,0.3,3123,33939.0,4022.0,24433.0,3395.0,12.3,13.3,38.0,17.3,23.0,9.5,12.2,84.1,6.0,0.5,1.9,0.9,6.6,18.1,1760,76.1,12.7,11.3,0.0,5.8
1103000600,Alabama,Morgan,3047,1755,1292,20.4,19.1,60.1,0.0,0.0,0.0,1909,14884.0,2997.0,10000.0,1844.0,51.9,76.7,13.2,32.4,11.3,20.4,22.7,79.9,19.4,0.0,0.0,0.0,0.7,23.2,788,94.3,4.6,1.1,0.0,12.2
1103000700,Alabama,Morgan,4163,2013,2150,22.2,22.1,55.1,0.0,0.0,0.0,2613,32430.0,4699.0,13293.0,1563.0,39.0,64.4,13.8,21.5,15.3,23.4,26.0,71.0,27.2,0.0,0.0,1.1,0.6,20.8,1725,84.6,8.5,6.9,0.0,20.0
1103000800,Alabama,Morgan,2892,1331,1561,26.4,51.7,16.9,0.0,0.0,2.8,1955,33679.0,7141.0,18115.0,3066.0,25.9,42.2,21.6,20.9,20.5,18.1,18.9,86.0,14.0,0.0,0.0,0.0,0.0,18.5,1123,89.0,8.7,2.3,0.0,16.5
1103000900,Alabama,Morgan,5781,2479,3302,31.0,45.5,21.5,0.0,1.1,0.0,3290,26331.0,2864.0,15416.0,2440.0,36.1,47.9,14.2,13.6,33.6,21.2,17.5,89.3,4.3,6.4,0.0,0.0,0.0,23.2,2292,88.4,5.5,6.2,0.0,4.5
1103001000,Alabama,Morgan,3257,1638,1619,15.3,55.5,22.8,0.4,0.0,0.0,2252,50258.0,5945.0,24687.0,5281.0,15.2,30.7,28.6,23.0,12.4,16.1,19.9,98.2,1.8,0.0,0.0,0.0,0.0,19.6,1553,83.0,6.4,10.6,0.0,12.9
1103005101,Alabama,Morgan,5621,2733,2888,6.2,78.9,9.2,0.6,1.2,0.1,4089,60487.0,6888.0,32341.0,9824.0,12.0,9.3,38.2,12.2,22.3,13.3,14.0,92.4,6.2,0.0,0.0,0.0,1.4,20.2,2404,81.2,15.8,3.0,0.0,13.2
1103005103,Alabama,Morgan,1047,521,526,5.9,75.5,7.4,5.9,0.0,0.0,821,40952.0,7225.0,20052.0,3280.0,14.5,16.8,18.4,13.1,33.8,5.1,29.6,90.9,7.2,0.0,0.0,2.0,0.0,18.1,473,82.7,8.0,9.3,0.0,10.2
1103005105,Alabama,Morgan,2201,994,1207,8.1,82.4,6.0,0.7,0.0,0.0,1715,61587.0,3278.0,32087.0,4182.0,10.6,18.1,36.4,10.7,26.0,10.9,15.9,88.9,7.4,0.0,0.5,0.8,2.5,24.2,1018,80.5,13.1,6.5,0.0,11.6
1103005106,Alabama,Morgan,5739,2347,3392,1.0,79.9,13.9,0.0,1.3,0.0,4558,35864.0,3443.0,25954.0,5335.0,20.7,30.1,31.1,15.5,33.0,3.7,16.6,87.6,10.3,0.0,0.0,0.0,2.1,22.2,2406,84.8,9.8,5.4,0.0,10.9
1103005107,Alabama,Morgan,4883,2700,2183,1.9,90.4,2.2,0.0,2.4,0.0,3767,66739.0,5468.0,28412.0,3143.0,2.8,0.0,36.6,11.8,27.5,6.4,17.7,89.4,10.0,0.0,0.0,0.0,0.6,21.7,2733,84.3,13.8,1.9,0.0,4.4
1103005108,Alabama,Morgan,3787,1811,1976,3.2,74.5,17.2,0.4,0.0,0.0,2932,64632.0,9804.0,34438.0,5223.0,14.9,41.4,42.8,10.1,26.2,3.4,17.6,87.4,9.7,0.0,0.9,0.0,2.0,21.6,1749,76.7,20.1,3.2,0.0,8.7
1103005109,Alabama,Morgan,4792,2037,2755,21.0,47.1,28.3,0.0,0.0,0.0,2943,29644.0,4098.0,16684.0,3416.0,30.8,47.3,16.4,20.3,25.0,10.1,28.1,69.9,24.3,0.0,0.0,4.8,0.9,24.5,1923,89.5,6.0,4.5,0.0,13.6
1103005200,Alabama,Morgan,6527,3240,3287,1.0,96.7,0.3,0.0,1.1,0.0,5025,52282.0,7629.0,23677.0,2413.0,10.5,18.3,25.9,12.8,27.4,14.7,19.3,86.8,9.6,0.0,0.8,0.4,2.3,27.0,3172,78.7,10.4,10.8,0.0,9.2
1103005301,Alabama,Morgan,8520,4389,4131,1.8,86.7,8.0,0.9,0.1,0.0,6448,67083.0,7646.0,32826.0,3653.0,8.1,6.9,38.9,15.9,27.1,10.0,8.0,88.9,7.0,0.0,1.1,0.4,2.7,25.8,3864,79.3,14.3,5.9,0.5,10.3
1103005302,Alabama,Morgan,3656,1888,1768,6.2,90.3,2.2,0.1,0.0,0.0,2782,59688.0,9443.0,25422.0,2565.0,3.2,1.6,30.6,19.5,24.8,9.2,16.0,90.9,3.9,0.0,1.7,1.8,1.7,22.7,1761,81.0,12.9,6.0,0.0,6.4
1103005303,Alabama,Morgan,3794,1825,1969,1.6,89.1,7.2,0.2,0.3,0.0,2886,37819.0,6209.0,24975.0,5711.0,12.9,11.5,33.1,17.1,25.4,10.5,13.9,94.4,3.6,0.0,0.0,2.0,0.0,25.1,1415,82.8,11.5,5.7,0.0,13.3
1103005304,Alabama,Morgan,5507,2700,2807,0.9,94.7,3.8,0.3,0.0,0.0,3936,53027.0,7395.0,24914.0,3603.0,5.5,2.1,36.3,11.3,25.4,10.3,16.7,90.1,6.4,0.0,0.0,0.0,3.5,26.9,2433,73.9,15.7,10.3,0.0,5.0
1103005404,Alabama,Morgan,4980,2512,2468,2.3,93.3,1.8,1.8,0.8,0.0,3866,65469.0,10130.0,30678.0,2919.0,8.4,14.2,39.7,10.3,23.5,7.8,18.7,89.7,7.5,0.0,1.0,0.0,1.8,28.3,2215,74.4,20.5,5.2,0.0,11.2
1103005405,Alabama,Morgan,4933,2644,2289,2.5,90.2,4.9,1.1,0.0,0.0,3905,46615.0,3981.0,22509.0,2370.0,14.9,21.4,35.4,18.7,13.9,14.2,17.8,91.2,6.9,0.0,0.1,0.0,1.9,31.3,2155,77.5,15.0,7.5,0.0,13.6
1103005500,Alabama,Morgan,5478,2695,2783,6.5,89.7,1.3,0.3,1.0,0.0,4100,42237.0,3864.0,19427.0,2148.0,12.9,9.0,19.1,17.9,19.4,15.4,28.3,97.5,2.1,0.0,0.0,0.4,0.0,25.4,2031,87.1,8.6,4.3,0.0,11.3
1103005600,Alabama,Morgan,5884,3157,2727,0.9,96.0,0.8,0.6,0.1,0.0,4560,47784.0,7319.0,24480.0,4867.0,9.2,9.6,19.8,13.4,27.7,11.4,27.7,85.0,11.4,0.0,0.0,0.6,2.9,28.2,2575,81.9,9.6,8.5,0.0,10.2
1103005701,Alabama,Morgan,2784,1418,1366,0.0,97.6,0.0,1.4,0.0,0.0,1960,46306.0,7926.0,21675.0,4048.0,20.5,24.8,25.9,8.4,30.8,8.3,26.6,93.8,2.7,0.0,0.0,0.0,3.5,31.5,985,88.0,10.2,1.8,0.0,5.0
1103005702,Alabama,Morgan,6233,2882,3351,7.7,81.9,3.5,1.3,0.7,0.0,4467,47769.0,12939.0,22514.0,2982.0,16.4,31.8,21.6,14.1,22.6,14.7,27.0,88.1,7.4,0.0,3.8,0.6,0.0,27.7,2410,87.9,8.7,2.8,0.6,6.2
1105686800,Alabama,Perry,986,442,544,0.6,57.5,41.9,0.0,0.0,0.0,837,30662.0,7299.0,18490.0,3542.0,26.1,63.8,18.3,21.1,29.4,3.2,28.0,96.1,3.9,0.0,0.0,0.0,0.0,29.7,279,79.2,19.4,1.4,0.0,22.9
1105687000,Alabama,Perry,5383,2548,2835,1.6,32.3,64.4,0.1,0.5,0.0,4422,28106.0,7915.0,16067.0,2816.0,35.2,59.0,22.6,26.8,30.1,3.7,16.7,82.8,6.0,0.3,5.9,4.5,0.6,24.6,1656,76.4,20.5,3.1,0.0,6.8
1105687100,Alabama,Perry,3669,1661,2008,0.0,19.2,80.3,0.0,0.5,0.0,2465,16283.0,2982.0,11961.0,1765.0,40.6,48.6,35.9,16.1,12.6,9.4,26.0,83.6,13.6,0.0,0.5,0.0,2.3,28.7,930,75.3,16.3,8.4,0.0,14.5
1107050000,Alabama,Pickens,4925,2331,2594,0.6,83.1,16.2,0.0,0.0,0.2,3783,41119.0,4930.0,21597.0,2293.0,18.3,26.3,28.1,9.9,23.9,13.8,24.2,79.0,13.3,1.2,0.6,0.0,5.9,29.8,1901,71.6,21.9,5.9,0.5,13.4
1107050100,Alabama,Pickens,3723,1783,1940,0.8,62.0,36.5,0.0,0.0,0.0,2812,33011.0,8607.0,19109.0,3099.0,25.2,38.7,17.0,22.0,24.9,9.1,26.9,85.2,8.4,1.2,0.8,0.0,4.5,31.3,1132,78.4,18.6,3.1,0.0,14.2
1107050200,Alabama,Pickens,2040,997,1043,0.2,77.0,22.5,0.0,0.0,0.0,1714,39219.0,4566.0,18816.0,1812.0,19.5,28.5,14.8,22.6,25.3,20.1,17.1,84.9,7.0,0.0,0.5,1.5,6.1,23.4,782,86.4,7.0,6.5,0.0,10.9
1107050300,Alabama,Pickens,3784,1702,2082,6.7,39.4,52.9,0.0,0.3,0.0,2924,26681.0,2111.0,16536.0,2547.0,22.7,22.9,20.1,18.0,20.9,15.3,25.7,85.0,13.1,0.0,0.2,0.7,1.0,31.5,1103,74.6,22.2,3.2,0.0,11.0
1107050400,Alabama,Pickens,5384,2844,2540,0.1,28.0,70.4,0.0,0.0,0.0,4172,23178.0,5338.0,14503.0,2005.0,34.7,50.4,14.3,19.1,18.6,11.2,36.7,81.4,12.2,0.0,4.5,0.7,1.1,30.8,1794,82.1,15.3,2.7,0.0,16.6
1109188600,Alabama,Pike,1896,882,1014,0.4,82.8,12.8,0.0,2.0,0.0,1464,33750.0,6792.0,21498.0,2343.0,17.2,13.1,21.8,24.5,15.0,20.0,18.8,91.7,5.5,0.0,0.4,0.2,2.2,27.5,821,73.4,15.6,11.0,0.0,7.5
1109188700,Alabama,Pike,1604,818,786,1.4,50.2,46.1,0.2,0.0,0.0,1244,34257.0,4144.0,17678.0,3079.0,14.3,19.0,20.2,18.9,21.0,18.7,21.2,84.3,9.9,0.0,1.5,1.5,2.8,27.6,604,74.5,14.6,10.9,0.0,17.9
1109188800,Alabama,Pike,2548,1258,1290,0.4,77.6,19.7,1.6,0.0,0.0,1961,39821.0,3610.0,19277.0,2776.0,16.3,19.8,19.8,21.3,23.4,17.1,18.4,91.8,4.4,0.0,0.6,0.0,3.1,25.0,1013,61.6,21.3,17.1,0.0,6.3
1109188900,Alabama,Pike,6039,2823,3216,1.1,27.2,70.2,0.0,1.0,0.0,4583,22437.0,4868.0,15238.0,2542.0,38.2,47.1,32.1,14.6,20.5,9.8,23.1,91.8,4.1,3.4,0.4,0.0,0.3,16.7,2624,81.2,17.9,1.0,0.0,12.2
1109189000,Alabama,Pike,7617,3903,3714,0.3,64.7,31.9,0.4,2.2,0.0,5959,48307.0,5441.0,27953.0,3567.0,20.4,19.3,34.2,15.9,24.2,7.3,18.4,88.7,5.3,0.0,1.6,1.8,2.6,15.3,3988,77.5,18.2,4.4,0.0,8.5
1109189100,Alabama,Pike,6551,2940,3611,1.4,62.9,26.7,1.0,6.8,0.0,5229,30084.0,5391.0,13442.0,1916.0,37.2,32.6,38.2,13.7,31.9,4.7,11.5,78.7,5.9,0.0,7.6,0.0,7.7,16.4,2657,74.8,21.2,4.0,0.0,10.1
1109189200,Alabama,Pike,2852,1352,1500,1.4,68.4,26.2,2.8,0.0,0.0,2165,41055.0,3819.0,19854.0,1371.0,18.7,33.2,21.2,16.6,31.2,12.1,18.9,88.1,6.6,0.7,0.7,2.1,1.8,23.7,1231,77.2,17.3,5.4,0.2,9.6
1109189300,Alabama,Pike,4048,1842,2206,0.5,48.1,49.4,1.3,0.0,0.0,3193,29154.0,3254.0,18734.0,2907.0,25.7,39.8,20.9,11.9,31.9,6.0,29.3,85.3,9.0,0.1,1.1,1.3,3.1,23.1,1524,73.8,19.6,6.2,0.5,11.9
1111000100,Alabama,Randolph,3400,1743,1657,8.2,83.8,5.5,0.0,0.0,0.0,2627,33768.0,4058.0,18728.0,2746.0,30.4,59.6,28.6,16.6,16.6,16.4,21.8,75.5,15.8,3.3,0.0,3.3,2.2,34.6,1174,70.8,19.9,9.3,0.0,13.5
1111000200,Alabama,Randolph,2962,1417,1545,1.3,89.3,4.2,1.3,0.0,1.7,2263,42077.0,8423.0,18584.0,2478.0,9.5,9.0,18.1,9.0,22.2,22.6,28.0,71.8,18.7,0.6,0.8,0.0,8.2,36.5,1220,68.3,14.8,16.8,0.2,4.9
1111000300,Alabama,Randolph,4154,2170,1984,0.4,81.2,18.3,0.0,0.0,0.0,3210,37591.0,7402.0,21176.0,3818.0,21.9,28.0,38.2,16.2,17.1,7.4,21.1,69.6,22.7,0.0,0.6,0.6,6.5,22.8,1440,70.8,15.5,8.5,5.1,10.9
1111000400,Alabama,Randolph,4723,2256,2467,5.0,70.7,20.8,0.4,0.8,0.0,3714,38607.0,3562.0,21173.0,2174.0,17.8,23.0,29.0,10.7,18.5,16.0,25.8,82.1,11.4,0.0,2.7,1.0,2.8,24.5,1991,85.5,10.6,3.8,0.0,10.1
1111000500,Alabama,Randolph,5277,2424,2853,0.2,60.6,37.5,0.0,0.0,0.0,3921,32957.0,6333.0,17256.0,2068.0,21.1,26.5,25.6,10.3,25.9,7.7,30.5,92.0,6.0,0.0,0.0,0.6,1.6,25.2,2077,81.0,10.8,8.1,0.0,7.2
1111000600,Alabama,Randolph,2132,1080,1052,4.0,76.3,18.6,0.0,0.0,0.0,1608,35000.0,11870.0,19135.0,5976.0,20.3,28.2,22.7,20.2,18.8,10.2,28.2,80.2,4.9,0.0,6.6,1.8,6.6,23.0,728,71.4,17.3,11.3,0.0,20.0
1113030200,Alabama,Russell,2550,964,1586,2.5,33.8,59.5,0.0,0.0,0.0,1573,16914.0,3042.0,9488.0,1480.0,53.3,65.7,19.4,25.2,28.1,7.9,19.3,77.2,14.6,0.0,3.4,2.6,2.3,18.2,705,84.4,13.0,2.6,0.0,28.9
1113030300,Alabama,Russell,3290,1439,1851,7.1,70.8,17.1,0.8,0.0,0.0,2400,28940.0,3081.0,21918.0,7909.0,25.6,34.3,21.5,33.1,15.0,12.3,18.0,74.3,11.4,0.0,0.8,5.2,8.4,21.6,1216,77.0,19.2,3.8,0.0,13.1
1113030401,Alabama,Russell,6073,2748,3325,7.9,64.6,17.9,0.0,3.8,0.0,4642,48307.0,9157.0,24148.0,2742.0,6.0,5.8,31.0,27.9,25.3,7.5,8.4,89.6,8.7,0.0,0.0,1.1,0.5,21.5,3081,78.5,18.8,2.7,0.0,2.9
1113030402,Alabama,Russell,3056,1457,1599,0.0,78.7,17.9,0.5,0.6,0.0,2276,45430.0,10861.0,25714.0,2984.0,10.8,15.3,44.3,8.2,19.0,13.7,14.7,91.7,1.9,0.8,3.0,0.0,2.5,19.6,1273,66.1,30.5,3.4,0.0,6.1
1113030500,Alabama,Russell,2138,1067,1071,2.6,68.8,22.7,0.0,0.0,1.2,1615,34493.0,6498.0,20199.0,2321.0,17.8,16.5,35.7,10.2,29.6,12.0,12.3,83.7,12.7,0.0,0.0,3.3,0.4,24.9,722,78.5,18.7,2.1,0.7,15.1
1113030600,Alabama,Russell,8111,3848,4263,5.7,24.8,67.6,0.0,0.9,0.0,5611,30175.0,2952.0,15466.0,2172.0,25.1,31.5,21.6,30.1,23.1,7.8,17.4,85.3,9.7,0.0,3.0,0.0,1.9,21.9,2960,79.3,19.2,1.5,0.0,9.6
1113030700,Alabama,Russell,3886,1925,1961,10.2,21.8,65.4,0.0,1.8,0.0,2715,27204.0,3422.0,15520.0,2839.0,37.0,61.6,15.0,20.9,22.0,4.0,38.1,77.8,20.7,1.4,0.0,0.0,0.0,22.4,1544,85.1,13.1,1.8,0.0,16.6
1113030800,Alabama,Russell,3364,1723,1641,0.0,5.7,94.0,0.0,0.0,0.0,2661,24662.0,11197.0,18059.0,3456.0,28.6,53.8,13.6,36.2,20.0,4.5,25.6,76.7,15.5,1.6,2.4,2.2,1.6,20.7,1357,82.5,12.7,4.9,0.0,15.9
1113030901,Alabama,Russell,6645,3598,3047,1.1,77.0,17.6,1.4,0.5,0.0,5132,34805.0,4834.0,17865.0,2374.0,25.3,26.6,26.3,17.0,29.4,14.2,13.1,87.2,5.9,0.0,2.3,0.0,4.6,22.5,2636,85.2,9.2,5.6,0.0,10.0
1113030902,Alabama,Russell,10496,5416,5080,6.8,44.3,44.6,0.3,0.2,0.9,7307,61787.0,8784.0,22500.0,2033.0,14.4,22.8,40.1,13.7,23.5,11.4,11.2,88.3,7.5,0.1,0.1,0.9,3.0,29.0,4178,60.4,34.3,5.2,0.0,10.9
1113031000,Alabama,Russell,3462,1685,1777,2.6,76.2,19.8,0.5,0.0,0.0,2673,44151.0,18525.0,24158.0,3018.0,14.5,24.8,27.4,22.9,23.1,14.1,12.5,85.1,9.5,0.0,0.4,0.0,5.1,28.4,1422,68.3,24.1,7.6,0.0,8.4
1113031100,Alabama,Russell,1590,698,892,0.2,20.1,79.1,0.6,0.0,0.0,1268,32788.0,5218.0,18113.0,2633.0,28.7,28.0,33.9,20.0,9.7,8.8,27.5,89.6,5.8,1.8,1.5,0.0,1.3,40.7,454,76.0,20.9,3.1,0.0,10.1
1113031200,Alabama,Russell,3641,1779,1862,7.0,62.5,29.4,0.1,0.2,0.0,3048,44934.0,14373.0,22139.0,2046.0,11.8,17.7,30.7,15.4,17.3,16.8,19.9,86.6,8.3,0.0,0.0,0.0,5.1,30.3,1379,78.5,11.9,8.8,0.7,13.4
